order_id,customer_id,order_date,status
1,37,2025-04-21,Completed
2,174,2025-09-03,Completed
3,109,2025-10-15,Completed
4,98,2025-09-19,Completed
5,200,2025-11-02,Cancelled
6,91,2025-04-07,Completed
7,113,2025-01-12,Completed
8,45,2025-04-26,Completed
9,120,2025-12-05,Completed
10,143,2025-06-26,Completed
11,192,2025-10-19,Completed
12,144,2025-06-20,Completed
13,78,2025-10-04,Completed
14,168,2025-02-16,Completed
15,166,2025-06-13,Completed
16,145,2025-04-27,Completed
17,38,2025-11-20,Completed
18,61,2025-09-01,Completed
19,191,2025-02-15,Completed
20,169,2025-08-15,Completed
21,28,2025-08-15,Completed
22,71,2025-09-19,Completed
23,130,2025-09-04,Completed
24,56,2025-07-08,Completed
25,176,2025-12-03,Completed
26,96,2025-11-18,Completed
27,27,2025-09-07,Completed
28,72,2025-09-26,Completed
29,169,2025-11-09,Completed
30,90,2025-01-28,Completed
31,108,2025-08-06,Completed
32,194,2025-09-22,Completed
33,107,2025-05-25,Completed
34,152,2025-08-22,Completed
35,78,2025-12-25,Completed
36,192,2025-07-05,Completed
37,118,2025-12-28,Completed
38,104,2025-01-11,Completed
39,80,2025-11-08,Completed
40,50,2025-12-12,Completed
41,198,2025-10-15,Completed
42,18,2025-08-21,Completed
43,80,2025-08-02,Completed
44,190,2025-12-15,Cancelled
45,116,2025-02-27,Completed
46,135,2025-08-06,Completed
47,186,2025-11-20,Completed
48,80,2025-12-23,Completed
49,97,2025-10-11,Completed
50,5,2025-06-06,Returned
51,36,2025-03-10,Completed
52,135,2025-01-11,Completed
53,43,2025-10-02,Completed
54,62,2025-06-26,Completed
55,155,2025-03-09,Completed
56,73,2025-02-06,Completed
57,99,2025-12-12,Completed
58,36,2025-01-27,Completed
59,141,2025-12-20,Completed
60,13,2025-05-21,Completed
61,148,2025-05-05,Completed
62,48,2025-10-03,Completed
63,130,2025-09-13,Completed
64,5,2025-06-03,Completed
65,91,2025-09-27,Completed
66,52,2025-01-07,Completed
67,140,2025-08-02,Completed
68,85,2025-05-26,Completed
69,133,2025-05-03,Completed
70,83,2025-02-11,Completed
71,114,2025-06-02,Completed
72,174,2025-11-02,Completed
73,146,2025-01-05,Completed
74,48,2025-08-13,Cancelled
75,55,2025-12-10,Completed
76,75,2025-12-28,Completed
77,52,2025-11-08,Completed
78,142,2025-03-03,Completed
79,197,2025-07-19,Completed
80,15,2025-11-17,Completed
81,133,2025-12-28,Completed
82,78,2025-09-03,Completed
83,160,2025-10-20,Completed
84,8,2025-08-21,Completed
85,19,2025-10-06,Completed
86,89,2025-12-05,Completed
87,37,2025-02-10,Cancelled
88,128,2025-12-15,Completed
89,130,2025-08-08,Completed
90,168,2025-10-10,Completed
91,144,2025-04-18,Completed
92,160,2025-10-04,Completed
93,94,2025-11-07,Completed
94,183,2025-06-16,Completed
95,157,2025-06-13,Returned
96,182,2025-09-16,Completed
97,150,2025-06-24,Completed
98,185,2025-01-16,Completed
99,180,2025-03-01,Completed
100,199,2025-09-16,Completed
101,170,2025-08-13,Completed
102,91,2025-10-28,Completed
103,77,2025-04-10,Completed
104,185,2025-05-04,Completed
105,74,2025-12-03,Completed
106,138,2025-05-18,Completed
107,13,2025-10-17,Completed
108,121,2025-02-25,Completed
109,23,2025-10-08,Completed
110,10,2025-12-13,Completed
111,3,2025-05-20,Completed
112,188,2025-08-09,Completed
113,194,2025-04-20,Completed
114,64,2025-01-13,Completed
115,120,2025-06-13,Completed
116,117,2025-11-20,Completed
117,175,2025-11-28,Completed
118,141,2025-12-07,Completed
119,175,2025-04-19,Completed
120,173,2025-11-24,Completed
121,12,2025-07-23,Completed
122,97,2025-07-22,Returned
123,58,2025-11-25,Completed
124,98,2025-11-08,Completed
125,170,2025-07-25,Cancelled
126,12,2025-07-08,Completed
127,154,2025-11-27,Completed
128,77,2025-05-18,Cancelled
129,82,2025-10-14,Completed
130,58,2025-06-23,Completed
131,100,2025-05-07,Completed
132,186,2025-11-02,Completed
133,144,2025-04-07,Completed
134,49,2025-12-04,Completed
135,73,2025-07-18,Completed
136,120,2025-02-24,Completed
137,142,2025-12-19,Completed
138,146,2025-11-16,Completed
139,139,2025-12-02,Completed
140,39,2025-01-17,Completed
141,169,2025-08-01,Completed
142,138,2025-12-01,Completed
143,62,2025-04-17,Completed
144,104,2025-08-08,Returned
145,167,2025-11-03,Completed
146,180,2025-04-16,Completed
147,178,2025-12-16,Completed
148,193,2025-11-27,Completed
149,100,2025-10-18,Completed
150,20,2025-06-25,Completed
151,92,2025-09-13,Completed
152,183,2025-02-09,Completed
153,79,2025-07-25,Completed
154,143,2025-08-04,Completed
155,84,2025-11-01,Completed
156,63,2025-09-06,Completed
157,38,2025-02-14,Completed
158,64,2025-10-16,Completed
159,102,2025-06-20,Completed
160,46,2025-12-11,Completed
161,101,2025-06-19,Completed
162,18,2025-11-26,Completed
163,97,2025-02-20,Completed
164,93,2025-10-26,Completed
165,157,2025-01-21,Completed
166,111,2025-02-04,Completed
167,101,2025-08-22,Completed
168,22,2025-03-24,Completed
169,90,2025-08-15,Completed
170,88,2025-10-22,Completed
171,48,2025-10-14,Completed
172,55,2025-04-25,Completed
173,126,2025-08-21,Completed
174,91,2025-11-20,Completed
175,62,2025-06-06,Completed
176,148,2025-07-06,Completed
177,48,2025-06-15,Completed
178,126,2025-07-27,Completed
179,57,2025-05-09,Completed
180,198,2025-11-18,Completed
181,194,2025-01-24,Completed
182,168,2025-11-10,Completed
183,23,2025-07-04,Completed
184,182,2025-09-14,Completed
185,146,2025-06-09,Completed
186,69,2025-12-17,Returned
187,33,2025-10-05,Completed
188,161,2025-07-15,Completed
189,1,2025-11-28,Completed
190,110,2025-11-16,Completed
191,161,2025-11-15,Completed
192,93,2025-05-12,Completed
193,24,2025-10-01,Completed
194,114,2025-01-23,Completed
195,123,2025-02-13,Completed
196,145,2025-01-21,Completed
197,158,2025-10-28,Completed
198,64,2025-05-03,Completed
199,169,2025-12-07,Completed
200,29,2025-05-21,Completed
201,140,2025-10-25,Completed
202,109,2025-10-03,Completed
203,40,2025-09-13,Completed
204,30,2025-08-20,Completed
205,42,2025-08-12,Completed
206,8,2025-06-14,Completed
207,128,2025-08-12,Completed
208,4,2025-05-16,Completed
209,20,2025-09-04,Completed
210,142,2025-08-12,Completed
211,127,2025-12-25,Completed
212,1,2025-11-13,Completed
213,16,2025-12-05,Completed
214,134,2025-07-12,Completed
215,146,2025-02-22,Returned
216,101,2025-10-24,Completed
217,28,2025-03-15,Completed
218,119,2025-05-04,Completed
219,102,2025-08-22,Completed
220,36,2025-03-02,Completed
221,17,2025-04-21,Completed
222,119,2025-01-19,Completed
223,48,2025-05-15,Completed
224,76,2025-08-18,Completed
225,165,2025-12-17,Completed
226,7,2025-06-08,Completed
227,169,2025-05-18,Completed
228,8,2025-10-12,Cancelled
229,24,2025-01-20,Completed
230,46,2025-12-28,Completed
231,37,2025-11-28,Completed
232,170,2025-07-04,Completed
233,125,2025-10-06,Completed
234,45,2025-07-24,Completed
235,147,2025-07-25,Returned
236,157,2025-04-19,Completed
237,23,2025-11-22,Completed
238,13,2025-07-24,Completed
239,90,2025-09-04,Completed
240,82,2025-05-04,Completed
241,141,2025-12-03,Completed
242,49,2025-07-18,Completed
243,147,2025-09-16,Completed
244,170,2025-10-16,Completed
245,122,2025-11-10,Completed
246,95,2025-12-12,Completed
247,69,2025-09-05,Completed
248,151,2025-04-02,Completed
249,183,2025-01-19,Cancelled
250,50,2025-03-14,Completed
251,187,2025-12-03,Completed
252,160,2025-09-26,Completed
253,195,2025-12-04,Cancelled
254,68,2025-07-16,Completed
255,103,2025-01-11,Completed
256,6,2025-06-26,Completed
257,59,2025-03-24,Completed
258,195,2025-08-12,Completed
259,135,2025-12-01,Completed
260,119,2025-08-21,Cancelled
261,122,2025-09-12,Completed
262,55,2025-11-21,Completed
263,200,2025-12-22,Completed
264,97,2025-11-15,Completed
265,170,2025-12-27,Completed
266,71,2025-10-28,Completed
267,15,2025-11-26,Completed
268,168,2025-08-10,Completed
269,147,2025-11-11,Completed
270,172,2025-06-10,Completed
271,47,2025-12-11,Completed
272,85,2025-06-19,Completed
273,175,2025-07-10,Completed
274,125,2025-06-06,Completed
275,199,2025-04-25,Completed
276,10,2025-09-24,Completed
277,174,2025-01-24,Completed
278,43,2025-02-02,Completed
279,87,2025-07-22,Returned
280,49,2025-03-26,Completed
281,6,2025-09-06,Completed
282,160,2025-01-02,Completed
283,65,2025-08-05,Completed
284,156,2025-10-14,Completed
285,30,2025-11-16,Completed
286,92,2025-10-10,Completed
287,23,2025-12-27,Completed
288,165,2025-04-10,Completed
289,75,2025-06-22,Completed
290,44,2025-06-15,Returned
291,88,2025-04-13,Completed
292,179,2025-10-28,Completed
293,174,2025-07-20,Completed
294,125,2025-03-14,Completed
295,174,2025-08-24,Completed
296,170,2025-10-16,Completed
297,165,2025-12-17,Completed
298,141,2025-10-13,Completed
299,128,2025-07-04,Returned
300,24,2025-11-20,Completed
301,85,2025-09-20,Completed
302,91,2025-11-26,Completed
303,184,2025-11-14,Completed
304,28,2025-11-02,Cancelled
305,2,2025-08-02,Completed
306,200,2025-12-06,Completed
307,169,2025-09-11,Completed
308,88,2025-12-15,Completed
309,180,2025-09-11,Completed
310,195,2025-06-16,Completed
311,172,2025-01-09,Completed
312,16,2025-10-10,Completed
313,191,2025-10-13,Completed
314,14,2025-01-09,Completed
315,51,2025-11-07,Completed
316,45,2025-10-04,Completed
317,150,2025-11-01,Completed
318,161,2025-09-22,Completed
319,140,2025-09-03,Completed
320,167,2025-01-22,Completed
321,63,2025-12-22,Completed
322,139,2025-10-01,Cancelled
323,22,2025-12-06,Returned
324,53,2025-09-23,Completed
325,184,2025-06-03,Completed
326,59,2025-12-14,Completed
327,165,2025-10-03,Completed
328,176,2025-06-03,Completed
329,163,2025-03-22,Completed
330,141,2025-12-10,Completed
331,48,2025-04-27,Completed
332,193,2025-12-18,Completed
333,125,2025-12-12,Completed
334,116,2025-06-22,Completed
335,64,2025-11-23,Completed
336,188,2025-06-16,Completed
337,45,2025-10-03,Completed
338,162,2025-01-19,Completed
339,58,2025-12-19,Completed
340,102,2025-06-01,Completed
341,145,2025-10-05,Completed
342,95,2025-05-22,Completed
343,71,2025-11-09,Completed
344,97,2025-12-08,Completed
345,124,2025-12-01,Completed
346,165,2025-05-05,Completed
347,107,2025-11-24,Completed
348,12,2025-03-19,Completed
349,47,2025-08-13,Completed
350,121,2025-11-06,Completed
351,47,2025-09-17,Completed
352,99,2025-03-01,Completed
353,137,2025-08-04,Completed
354,95,2025-11-23,Completed
355,98,2025-06-26,Completed
356,140,2025-07-07,Completed
357,53,2025-10-11,Completed
358,138,2025-07-12,Completed
359,148,2025-06-23,Completed
360,115,2025-11-06,Completed
361,163,2025-01-03,Completed
362,156,2025-01-13,Cancelled
363,153,2025-01-25,Completed
364,9,2025-11-17,Completed
365,168,2025-01-06,Completed
366,104,2025-09-17,Completed
367,90,2025-06-27,Completed
368,130,2025-02-03,Completed
369,138,2025-11-19,Completed
370,63,2025-11-25,Completed
371,163,2025-11-08,Completed
372,133,2025-09-23,Completed
373,88,2025-02-06,Completed
374,192,2025-10-07,Completed
375,53,2025-04-27,Completed
376,170,2025-08-01,Completed
377,148,2025-11-16,Completed
378,139,2025-01-12,Completed
379,3,2025-01-07,Completed
380,48,2025-09-08,Completed
381,148,2025-10-27,Completed
382,98,2025-04-26,Returned
383,128,2025-03-28,Completed
384,13,2025-07-23,Completed
385,25,2025-07-11,Completed
386,106,2025-03-28,Completed
387,173,2025-08-25,Completed
388,157,2025-09-28,Cancelled
389,168,2025-05-09,Completed
390,93,2025-11-17,Returned
391,61,2025-10-24,Completed
392,17,2025-12-16,Completed
393,22,2025-02-20,Completed
394,33,2025-03-27,Completed
395,120,2025-12-18,Cancelled
396,192,2025-10-19,Completed
397,114,2025-06-14,Completed
398,35,2025-06-16,Completed
399,153,2025-04-01,Completed
400,64,2025-03-24,Completed
401,176,2025-05-21,Completed
402,70,2025-10-16,Completed
403,27,2025-05-05,Completed
404,80,2025-11-16,Returned
405,199,2025-07-18,Completed
406,4,2025-03-25,Completed
407,9,2025-04-24,Completed
408,41,2025-10-02,Completed
409,14,2025-11-07,Returned
410,71,2025-09-13,Completed
411,122,2025-10-05,Completed
412,159,2025-06-25,Completed
413,28,2025-03-08,Completed
414,6,2025-10-12,Completed
415,144,2025-05-23,Completed
416,154,2025-12-18,Completed
417,164,2025-08-24,Completed
418,62,2025-06-03,Completed
419,73,2025-06-21,Completed
420,34,2025-04-02,Completed
421,135,2025-09-19,Completed
422,54,2025-10-27,Completed
423,188,2025-02-10,Completed
424,60,2025-08-07,Completed
425,28,2025-11-19,Completed
426,130,2025-06-06,Completed
427,106,2025-11-14,Completed
428,97,2025-11-24,Completed
429,57,2025-04-11,Completed
430,118,2025-06-05,Completed
431,186,2025-06-16,Completed
432,200,2025-01-25,Completed
433,163,2025-11-13,Completed
434,40,2025-01-24,Returned
435,191,2025-01-13,Completed
436,124,2025-09-16,Completed
437,111,2025-06-19,Completed
438,7,2025-11-06,Returned
439,60,2025-04-12,Completed
440,74,2025-01-23,Completed
441,190,2025-09-07,Completed
442,44,2025-02-07,Completed
443,169,2025-06-04,Completed
444,137,2025-02-07,Completed
445,126,2025-07-06,Completed
446,16,2025-10-13,Completed
447,134,2025-12-20,Completed
448,85,2025-07-05,Completed
449,80,2025-10-17,Cancelled
450,145,2025-12-11,Completed
451,196,2025-06-14,Returned
452,49,2025-02-06,Completed
453,167,2025-06-28,Completed
454,106,2025-04-22,Returned
455,110,2025-07-02,Completed
456,181,2025-11-17,Completed
457,11,2025-09-17,Completed
458,37,2025-08-21,Completed
459,106,2025-06-01,Completed
460,178,2025-10-23,Completed
461,182,2025-07-26,Returned
462,145,2025-11-28,Completed
463,47,2025-03-05,Returned
464,128,2025-11-18,Completed
465,114,2025-02-20,Completed
466,90,2025-01-28,Completed
467,46,2025-03-10,Completed
468,93,2025-12-03,Completed
469,195,2025-07-18,Completed
470,179,2025-04-02,Completed
471,181,2025-05-20,Completed
472,34,2025-09-16,Completed
473,50,2025-01-01,Completed
474,164,2025-04-21,Completed
475,130,2025-09-25,Completed
476,50,2025-06-11,Cancelled
477,118,2025-12-18,Completed
478,174,2025-06-18,Completed
479,8,2025-06-13,Completed
480,70,2025-07-16,Completed
481,78,2025-04-12,Completed
482,124,2025-10-17,Completed
483,133,2025-10-05,Completed
484,80,2025-12-22,Completed
485,54,2025-06-07,Completed
486,4,2025-12-18,Completed
487,37,2025-12-26,Completed
488,87,2025-09-02,Completed
489,46,2025-10-19,Completed
490,172,2025-11-03,Returned
491,182,2025-11-16,Completed
492,94,2025-07-23,Cancelled
493,8,2025-02-04,Completed
494,104,2025-11-26,Completed
495,62,2025-09-18,Completed
496,112,2025-09-11,Completed
497,183,2025-09-16,Completed
498,104,2025-02-04,Completed
499,36,2025-12-25,Completed
500,75,2025-07-19,Completed
501,174,2025-06-14,Completed
502,1,2025-10-27,Returned
503,180,2025-09-21,Completed
504,170,2025-04-05,Completed
505,40,2025-05-28,Completed
506,125,2025-10-05,Completed
507,160,2025-04-17,Completed
508,69,2025-07-18,Completed
509,95,2025-03-16,Returned
510,193,2025-11-15,Completed
511,139,2025-11-10,Completed
512,10,2025-10-20,Completed
513,14,2025-10-10,Completed
514,72,2025-05-20,Completed
515,45,2025-05-23,Completed
516,22,2025-12-20,Cancelled
517,61,2025-10-24,Completed
518,68,2025-11-04,Completed
519,175,2025-10-16,Completed
520,81,2025-12-22,Returned
521,111,2025-09-21,Completed
522,150,2025-07-25,Completed
523,134,2025-06-23,Returned
524,4,2025-07-17,Completed
525,9,2025-01-03,Completed
526,31,2025-02-20,Completed
527,179,2025-04-10,Completed
528,86,2025-12-09,Returned
529,52,2025-09-06,Completed
530,165,2025-02-15,Completed
531,65,2025-11-01,Completed
532,171,2025-07-05,Completed
533,177,2025-11-16,Completed
534,88,2025-02-15,Completed
535,99,2025-10-10,Completed
536,7,2025-10-19,Completed
537,128,2025-09-27,Completed
538,149,2025-04-03,Completed
539,159,2025-01-23,Completed
540,25,2025-08-06,Completed
541,153,2025-11-08,Completed
542,176,2025-09-05,Completed
543,113,2025-05-19,Completed
544,41,2025-01-16,Completed
545,152,2025-12-14,Completed
546,45,2025-09-02,Completed
547,50,2025-03-17,Returned
548,169,2025-04-02,Completed
549,94,2025-05-14,Completed
550,46,2025-03-01,Completed
551,152,2025-09-14,Completed
552,106,2025-11-13,Completed
553,112,2025-03-20,Completed
554,162,2025-06-09,Completed
555,35,2025-03-15,Completed
556,155,2025-03-26,Completed
557,134,2025-08-07,Completed
558,152,2025-12-19,Completed
559,188,2025-11-02,Completed
560,62,2025-02-25,Completed
561,172,2025-06-23,Completed
562,104,2025-04-28,Completed
563,76,2025-07-09,Completed
564,86,2025-10-02,Completed
565,144,2025-10-07,Completed
566,189,2025-12-19,Completed
567,109,2025-05-03,Completed
568,137,2025-12-15,Completed
569,74,2025-12-03,Completed
570,53,2025-08-21,Completed
571,122,2025-06-15,Completed
572,60,2025-11-17,Completed
573,171,2025-10-27,Completed
574,96,2025-12-25,Completed
575,159,2025-12-23,Completed
576,30,2025-01-11,Completed
577,182,2025-01-11,Returned
578,137,2025-06-01,Completed
579,85,2025-10-10,Completed
580,145,2025-10-15,Completed
581,142,2025-03-01,Completed
582,197,2025-05-01,Completed
583,171,2025-06-05,Completed
584,89,2025-06-15,Completed
585,107,2025-11-10,Completed
586,37,2025-04-16,Returned
587,164,2025-12-14,Completed
588,126,2025-01-27,Completed
589,77,2025-12-27,Completed
590,126,2025-12-21,Completed
591,18,2025-09-12,Completed
592,188,2025-09-28,Completed
593,14,2025-05-14,Completed
594,81,2025-11-22,Completed
595,149,2025-06-05,Completed
596,40,2025-08-27,Completed
597,20,2025-03-05,Cancelled
598,153,2025-08-11,Completed
599,178,2025-03-08,Completed
600,29,2025-02-25,Completed
601,169,2025-08-02,Completed
602,90,2025-01-05,Completed
603,136,2025-04-07,Returned
604,186,2025-02-07,Cancelled
605,109,2025-04-08,Completed
606,11,2025-02-16,Completed
607,114,2025-04-14,Completed
608,102,2025-07-22,Completed
609,27,2025-10-06,Completed
610,194,2025-11-21,Cancelled
611,125,2025-08-05,Completed
612,161,2025-12-01,Completed
613,46,2025-07-22,Completed
614,170,2025-11-25,Completed
615,139,2025-09-25,Completed
616,81,2025-11-15,Completed
617,43,2025-08-05,Completed
618,126,2025-10-22,Completed
619,152,2025-12-20,Completed
620,150,2025-01-21,Completed
621,15,2025-10-08,Completed
622,30,2025-06-01,Completed
623,108,2025-05-23,Completed
624,83,2025-09-26,Completed
625,77,2025-06-14,Completed
626,147,2025-07-08,Completed
627,20,2025-10-10,Completed
628,107,2025-07-20,Completed
629,148,2025-08-22,Returned
630,187,2025-10-17,Completed
631,17,2025-10-28,Completed
632,80,2025-08-18,Returned
633,70,2025-03-09,Completed
634,11,2025-12-16,Completed
635,77,2025-11-14,Completed
636,147,2025-10-04,Completed
637,81,2025-06-19,Completed
638,66,2025-11-02,Completed
639,122,2025-10-09,Completed
640,99,2025-06-23,Completed
641,66,2025-06-27,Completed
642,162,2025-06-26,Completed
643,200,2025-12-16,Completed
644,117,2025-10-25,Completed
645,81,2025-09-04,Completed
646,82,2025-08-28,Completed
647,73,2025-04-14,Completed
648,6,2025-12-21,Completed
649,180,2025-11-02,Completed
650,95,2025-04-19,Completed
651,183,2025-04-28,Completed
652,111,2025-11-20,Completed
653,116,2025-12-12,Completed
654,102,2025-10-23,Completed
655,143,2025-02-11,Cancelled
656,130,2025-09-10,Returned
657,129,2025-08-11,Completed
658,67,2025-03-02,Returned
659,68,2025-09-25,Cancelled
660,39,2025-09-22,Completed
661,47,2025-01-09,Completed
662,144,2025-08-16,Completed
663,44,2025-11-27,Completed
664,128,2025-10-11,Completed
665,40,2025-01-15,Completed
666,12,2025-10-15,Completed
667,73,2025-06-02,Completed
668,198,2025-11-03,Completed
669,193,2025-12-05,Completed
670,171,2025-02-12,Completed
671,194,2025-07-12,Completed
672,88,2025-12-22,Completed
673,120,2025-07-26,Completed
674,134,2025-07-19,Completed
675,109,2025-07-15,Completed
676,190,2025-10-06,Completed
677,68,2025-06-28,Completed
678,173,2025-02-18,Completed
679,118,2025-10-28,Completed
680,173,2025-12-22,Completed
681,29,2025-11-23,Returned
682,78,2025-11-05,Completed
683,114,2025-12-16,Completed
684,101,2025-01-01,Completed
685,125,2025-08-24,Completed
686,109,2025-09-18,Completed
687,74,2025-10-16,Completed
688,87,2025-12-28,Completed
689,173,2025-10-12,Completed
690,41,2025-09-04,Completed
691,129,2025-01-03,Completed
692,125,2025-05-11,Completed
693,113,2025-11-27,Completed
694,75,2025-10-25,Completed
695,52,2025-07-14,Completed
696,130,2025-04-09,Completed
697,110,2025-07-14,Completed
698,103,2025-12-06,Completed
699,15,2025-12-23,Completed
700,136,2025-09-05,Completed
701,159,2025-10-23,Completed
702,185,2025-10-05,Completed
703,163,2025-03-01,Completed
704,16,2025-11-09,Completed
705,147,2025-10-15,Completed
706,161,2025-10-28,Completed
707,183,2025-07-24,Completed
708,93,2025-08-05,Completed
709,144,2025-08-13,Completed
710,107,2025-11-05,Completed
711,117,2025-08-24,Completed
712,147,2025-05-17,Completed
713,8,2025-11-05,Completed
714,56,2025-04-24,Completed
715,107,2025-08-10,Completed
